county_name,year,supersector,total_annual_wages,annual_avg_emplvl,avg_annual_pay,in_core_11
Fayette,2020,Other services,68022546,1823,37314.0,True
Fayette,2020,Professional and business services,225555293,3867,58328.0,True
Fayette,2020,"Trade, transportation and utilities",452477335,9912,45649.0,True
Fayette,2021,Construction,271381073,3809,71247.0,True
Fayette,2021,Education and health services,293174264,5801,50539.0,True
Fayette,2021,Financial activities,120291119,1735,69332.0,True
Fayette,2021,Information,25808616,382,67562.0,True
Fayette,2021,Leisure and hospitality,159074434,6981,22787.0,True
Fayette,2021,Manufacturing,298869309,4153,71965.0,True
Fayette,2021,Natural resources and mining,9597131,170,56454.0,True
Fayette,2021,Other services,81959474,1958,41859.0,True
Fayette,2021,Professional and business services,260044064,4333,60015.0,True
Fayette,2021,"Trade, transportation and utilities",478110958,10406,45946.0,True
Fayette,2022,Construction,318747959,4066,78393.0,True
Fayette,2022,Education and health services,323652425,6302,51357.0,True
Fayette,2022,Financial activities,133786924,1843,72592.0,True
Fayette,2022,Information,22604219,305,74112.0,True
Fayette,2022,Leisure and hospitality,186331730,7551,24676.0,True
Fayette,2022,Manufacturing,349979146,4323,80957.0,True
Fayette,2022,Natural resources and mining,7469349,121,61730.0,True
Fayette,2022,Other services,97203723,2159,45023.0,True
Fayette,2022,Professional and business services,313894037,4783,65627.0,True
Fayette,2022,"Trade, transportation and utilities",545621766,11029,49472.0,True
Fayette,2023,Construction,281971240,3428,82255.0,True
Fayette,2023,Education and health services,354169758,6569,53915.0,True
Fayette,2023,Financial activities,140074761,1854,75553.0,True
Fayette,2023,Information,25569469,356,71824.0,True
Fayette,2023,Leisure and hospitality,206488190,8094,25511.0,True
Fayette,2023,Manufacturing,433105635,5469,79193.0,True
Fayette,2023,Natural resources and mining,6854848,111,61755.0,True
Fayette,2023,Other services,106282099,2220,47875.0,True
Fayette,2023,Professional and business services,311959294,4606,67729.0,True
Fayette,2023,"Trade, transportation and utilities",569144481,11117,51196.0,True
Forsyth,2015,Construction,314942754,5832,54003.0,True
Forsyth,2015,Education and health services,367323189,8331,44091.0,True
Forsyth,2015,Financial activities,133572524,2133,62622.0,True
Forsyth,2015,Information,61177113,799,76567.0,True
Forsyth,2015,Leisure and hospitality,123921367,7747,15996.0,True
Forsyth,2015,Manufacturing,458225349,8569,53475.0,True
Forsyth,2015,Natural resources and mining,8197631,155,52888.0,True
Forsyth,2015,Other services,76235237,1903,40061.0,True
Forsyth,2015,Professional and business services,788384641,12151,64882.0,True
Forsyth,2015,"Trade, transportation and utilities",723369294,14496,49901.0,True
Forsyth,2016,Construction,356975697,6379,55961.0,True
Forsyth,2016,Education and health services,402858445,8765,45962.0,True
Forsyth,2016,Financial activities,147534408,2345,62914.0,True
Forsyth,2016,Information,76069749,870,87436.0,True
Forsyth,2016,Leisure and hospitality,131588194,7915,16625.0,True
Forsyth,2016,Manufacturing,394827453,7626,51774.0,True
Forsyth,2016,Natural resources and mining,8785305,154,57047.0,True
Forsyth,2016,Other services,85844459,2086,41153.0,True
Forsyth,2016,Professional and business services,796566706,12962,61454.0,True
Forsyth,2016,"Trade, transportation and utilities",731395474,14672,49850.0,True
Forsyth,2017,Construction,374162356,6345,58970.0,True
Forsyth,2017,Education and health services,436031193,9280,46986.0,True
Forsyth,2017,Financial activities,142877001,2227,64157.0,True
Forsyth,2017,Information,78064143,972,80313.0,True
Forsyth,2017,Leisure and hospitality,140637871,7997,17586.0,True
Forsyth,2017,Manufacturing,426522087,7763,54943.0,True
Forsyth,2017,Natural resources and mining,9128576,164,55662.0,True
Forsyth,2017,Other services,83603369,2127,39306.0,True
Forsyth,2017,Professional and business services,805275175,13133,61317.0,True
Forsyth,2017,"Trade, transportation and utilities",743382572,15030,49460.0,True
Forsyth,2018,Construction,403506861,6489,62183.0,True
Forsyth,2018,Education and health services,448788901,10123,44334.0,True
Forsyth,2018,Financial activities,146821467,2313,63477.0,True
Forsyth,2018,Information,75509951,955,79068.0,True
Forsyth,2018,Leisure and hospitality,142639002,7944,17956.0,True
Forsyth,2018,Manufacturing,458132360,7977,57432.0,True
Forsyth,2018,Natural resources and mining,10427122,190,54880.0,True
Forsyth,2018,Other services,81493896,2112,38586.0,True
Forsyth,2018,Professional and business services,844400962,13698,61644.0,True
Forsyth,2018,"Trade, transportation and utilities",748682108,15482,48358.0,True
Forsyth,2019,Construction,409591294,6516,62859.0,True
Forsyth,2019,Education and health services,537940760,10555,50965.0,True
Forsyth,2019,Financial activities,156085580,2406,64873.0,True
Forsyth,2019,Information,69510750,892,77927.0,True
Forsyth,2019,Leisure and hospitality,153366369,8465,18118.0,True
Forsyth,2019,Manufacturing,487359532,8366,58255.0,True
Forsyth,2019,Natural resources and mining,7470963,144,51882.0,True
Forsyth,2019,Other services,96325895,2192,43944.0,True
Forsyth,2019,Professional and business services,848303658,13910,60985.0,True
Forsyth,2019,"Trade, transportation and utilities",785879845,15859,49554.0,True
Forsyth,2020,Construction,416232742,6411,64925.0,True
Forsyth,2020,Education and health services,552700679,10739,51467.0,True
Forsyth,2020,Financial activities,181133598,2450,73932.0,True
Forsyth,2020,Information,144259872,1954,73828.0,True
Forsyth,2020,Leisure and hospitality,147326418,7545,19526.0,True
Forsyth,2020,Manufacturing,462630924,7894,58605.0,True
Forsyth,2020,Natural resources and mining,7838292,146,53687.0,True
Forsyth,2020,Other services,80094487,1913,41869.0,True
Forsyth,2020,Professional and business services,777667154,11515,67535.0,True
Forsyth,2020,"Trade, transportation and utilities",795448975,15621,50922.0,True
Forsyth,2021,Construction,432208587,6352,68043.0,True
Forsyth,2021,Education and health services,618129687,11485,53821.0,True
Forsyth,2021,Financial activities,200647945,2481,80874.0,True
Forsyth,2021,Information,163483534,1932,84619.0,True
Forsyth,2021,Leisure and hospitality,172566639,7995,21584.0,True
Forsyth,2021,Manufacturing,526399132,8320,63269.0,True
Forsyth,2021,Natural resources and mining,7721867,147,52530.0,True
Forsyth,2021,Other services,99048085,2098,47211.0,True
Forsyth,2021,Professional and business services,877775462,12271,71533.0,True
Forsyth,2021,"Trade, transportation and utilities",909411774,16380,55520.0,True
Forsyth,2022,Construction,469792543,6330,74217.0,True
Forsyth,2022,Education and health services,698403999,12516,55801.0,True
Forsyth,2022,Financial activities,199738477,2481,80507.0,True
Forsyth,2022,Information,171535165,2000,85768.0,True
Forsyth,2022,Leisure and hospitality,190305405,8417,22610.0,True
Forsyth,2022,Manufacturing,587708551,8149,72120.0,True
Forsyth,2022,Natural resources and mining,8089008,150,53927.0,True
Forsyth,2022,Other services,127294631,2401,53017.0,True
Forsyth,2022,Professional and business services,990820190,13267,74683.0,True
Forsyth,2022,"Trade, transportation and utilities",1043773818,17755,58788.0,True
Forsyth,2023,Construction,531847342,6771,78548.0,True
Forsyth,2023,Education and health services,842692126,13503,62408.0,True
Forsyth,2023,Financial activities,199715852,2503,79791.0,True
Forsyth,2023,Information,169763544,1899,89396.0,True
Forsyth,2023,Leisure and hospitality,206682310,8717,23710.0,True
Forsyth,2023,Manufacturing,584825513,8377,69813.0,True
Forsyth,2023,Natural resources and mining,8213185,156,52649.0,True
Forsyth,2023,Other services,146827833,2677,54848.0,True
Forsyth,2023,Professional and business services,962923330,12562,76654.0,True
Forsyth,2023,"Trade, transportation and utilities",1110811109,18793,59108.0,True
Fulton,2015,Construction,1144412046,16705,68507.0,True
Fulton,2015,Education and health services,5471108039,96423,56741.0,True
Fulton,2015,Financial activities,7903186230,69755,113299.0,True
Fulton,2015,Information,4871561380,45453,107178.0,True
Fulton,2015,Leisure and hospitality,2389189833,91035,26245.0,True
Fulton,2015,Manufacturing,2434601889,25755,94529.0,True
Fulton,2015,Natural resources and mining,45773651,327,139981.0,True
Fulton,2015,Other services,1071629753,24838,43145.0,True
Fulton,2015,Professional and business services,15395631517,184001,83671.0,True
Fulton,2015,"Trade, transportation and utilities",9219267815,141266,65262.0,True
Fulton,2016,Construction,1362294482,18552,73431.0,True
Fulton,2016,Education and health services,5837555407,101282,57637.0,True
Fulton,2016,Financial activities,8340057560,71784,116183.0,True
Fulton,2016,Information,5380935346,49238,109284.0,True
Fulton,2016,Leisure and hospitality,2543714630,95079,26754.0,True
Fulton,2016,Manufacturing,2810809366,29162,96386.0,True
Fulton,2016,Natural resources and mining,57586726,540,106642.0,True
Fulton,2016,Other services,1155162555,25946,44522.0,True
Fulton,2016,Professional and business services,16337437253,190976,85547.0,True
Fulton,2016,"Trade, transportation and utilities",9603092996,144188,66601.0,True
Fulton,2017,Construction,1497710848,19495,76825.0,True
Fulton,2017,Education and health services,6196428790,104706,59179.0,True
Fulton,2017,Financial activities,8983119900,75913,118334.0,True
Fulton,2017,Information,6299798531,52001,121148.0,True
Fulton,2017,Leisure and hospitality,2785848099,97709,28512.0,True
Fulton,2017,Manufacturing,3004724824,29945,100341.0,True
Fulton,2017,Natural resources and mining,48786548,339,143913.0,True
Fulton,2017,Other services,1129900536,25446,44404.0,True
Fulton,2017,Professional and business services,17386356181,198855,87432.0,True
Fulton,2017,"Trade, transportation and utilities",9956720643,149061,66796.0,True
Fulton,2018,Construction,1600114740,19672,81340.0,True
Fulton,2018,Education and health services,6554072958,109382,59919.0,True
Fulton,2018,Financial activities,9616686370,78626,122309.0,True
Fulton,2018,Information,6355124054,54276,117089.0,True
Fulton,2018,Leisure and hospitality,2830662078,100041,28295.0,True
Fulton,2018,Manufacturing,3187052940,30848,103315.0,True
Fulton,2018,Natural resources and mining,47906330,351,136485.0,True
Fulton,2018,Other services,1167121749,26405,44201.0,True
Fulton,2018,Professional and business services,19175818945,209197,91664.0,True
Fulton,2018,"Trade, transportation and utilities",9426142427,147954,63710.0,True
Fulton,2019,Construction,1726355436,20516,84147.0,True
Fulton,2019,Education and health services,7219922657,113939,63367.0,True
Fulton,2019,Financial activities,10320628836,82912,124477.0,True
Fulton,2019,Information,7064003208,57226,123440.0,True
Fulton,2019,Leisure and hospitality,3071432974,102528,29957.0,True
Fulton,2019,Manufacturing,2086925965,26918,77529.0,True
Fulton,2019,Natural resources and mining,40680593,357,113951.0,True
Fulton,2019,Other services,1298677930,27766,46772.0,True
Fulton,2019,Professional and business services,22956428197,229709,99937.0,True
Fulton,2019,"Trade, transportation and utilities",8443262998,142833,59113.0,True
Fulton,2020,Construction,1766964653,19808,89205.0,True
Fulton,2020,Education and health services,7292681519,107879,67601.0,True
Fulton,2020,Financial activities,11145401462,83725,133119.0,True
Fulton,2020,Information,7144923261,54427,131275.0,True
Fulton,2020,Leisure and hospitality,2170947149,72649,29883.0,True
Fulton,2020,Manufacturing,2106867389,26089,80757.0,True
Fulton,2020,Natural resources and mining,38252189,342,111849.0,True
Fulton,2020,Other services,1261089719,24033,52473.0,True
Fulton,2020,Professional and business services,23234090577,216258,107437.0,True
Fulton,2020,"Trade, transportation and utilities",8625323599,139123,61998.0,True
Fulton,2021,Construction,1876235840,20457,91716.0,True
Fulton,2021,Education and health services,7982333953,110711,72101.0,True
Fulton,2021,Financial activities,12060993129,85967,140298.0,True
Fulton,2021,Information,9039564629,61632,146670.0,True
Fulton,2021,Leisure and hospitality,2611805593,79312,32931.0,True
Fulton,2021,Manufacturing,2202441438,25850,85201.0,True
Fulton,2021,Natural resources and mining,54873660,504,108876.0,True
Fulton,2021,Other services,1433348492,25590,56012.0,True
Fulton,2021,Professional and business services,25181262912,225065,111884.0,True
Fulton,2021,"Trade, transportation and utilities",9359030004,142988,65453.0,True
Fulton,2022,Construction,2137638006,21071,101449.0,True
Fulton,2022,Education and health services,8605717805,114724,75012.0,True
Fulton,2022,Financial activities,12984776070,90270,143844.0,True
Fulton,2022,Information,9785617363,59941,163254.0,True
Fulton,2022,Leisure and hospitality,3278162757,90469,36235.0,True
Fulton,2022,Manufacturing,2375306033,27060,87779.0,True
Fulton,2022,Natural resources and mining,56004744,491,114063.0,True
Fulton,2022,Other services,1732968102,28148,61566.0,True
Fulton,2022,Professional and business services,28689772428,240091,119495.0,True
Fulton,2022,"Trade, transportation and utilities",10670635176,159774,66786.0,True
Fulton,2023,Construction,2263576446,22018,102806.0,True
Fulton,2023,Education and health services,9295807319,120107,77396.0,True
Fulton,2023,Financial activities,12544548694,88208,142216.0,True
Fulton,2023,Information,8950000380,56200,159253.0,True
Fulton,2023,Leisure and hospitality,3733829782,99075,37687.0,True
Fulton,2023,Manufacturing,2653125666,28525,93011.0,True
Fulton,2023,Natural resources and mining,65707854,658,99860.0,True
Fulton,2023,Other services,1938668660,29530,65651.0,True
Fulton,2023,Professional and business services,29289246580,235108,124578.0,True
Fulton,2023,"Trade, transportation and utilities",11019018634,156138,70572.0,True
Gwinnett,2015,Construction,1059126109,18124,58438.0,True
Gwinnett,2015,Education and health services,1443467972,31429,45928.0,True
Gwinnett,2015,Financial activities,1481244762,22777,65032.0,True
Gwinnett,2015,Information,872067916,10162,85817.0,True
Gwinnett,2015,Leisure and hospitality,569321321,33805,16841.0,True
Gwinnett,2015,Manufacturing,1735153074,25246,68730.0,True
Gwinnett,2015,Natural resources and mining,18536047,327,56685.0,True
Gwinnett,2015,Other services,382893622,9801,39067.0,True
Gwinnett,2015,Professional and business services,4004347119,62350,64224.0,True
Gwinnett,2015,"Trade, transportation and utilities",4062288134,85556,47481.0,True
Gwinnett,2016,Construction,1091667237,18355,59475.0,True
Gwinnett,2016,Education and health services,1539223391,32969,46687.0,True
Gwinnett,2016,Financial activities,1444489857,22821,63297.0,True
Gwinnett,2016,Information,877398089,9751,89980.0,True
Gwinnett,2016,Leisure and hospitality,608547829,35200,17288.0,True
Gwinnett,2016,Manufacturing,1710265532,25905,66021.0,True
Gwinnett,2016,Natural resources and mining,19981048,328,60918.0,True
Gwinnett,2016,Other services,404791489,10262,39446.0,True
Gwinnett,2016,Professional and business services,4081456210,64263,63512.0,True
Gwinnett,2016,"Trade, transportation and utilities",4206572493,87116,48287.0,True
Gwinnett,2017,Construction,1191831533,19940,59771.0,True
Gwinnett,2017,Education and health services,1594406992,34577,46112.0,True
Gwinnett,2017,Financial activities,1581777157,23632,66934.0,True
Gwinnett,2017,Information,838797754,9543,87897.0,True
Gwinnett,2017,Leisure and hospitality,655558270,36208,18105.0,True
Gwinnett,2017,Manufacturing,1754766026,26373,66536.0,True
Gwinnett,2017,Natural resources and mining,22157150,349,63488.0,True
Gwinnett,2017,Other services,401482609,10021,40064.0,True
Gwinnett,2017,Professional and business services,4411826658,66730,66115.0,True
Gwinnett,2017,"Trade, transportation and utilities",4379906617,88345,49577.0,True
Gwinnett,2018,Construction,1336706169,21424,62393.0,True
Gwinnett,2018,Education and health services,1711546401,36393,47030.0,True
Gwinnett,2018,Financial activities,1468675884,20842,70467.0,True
Gwinnett,2018,Information,731826479,7959,91950.0,True
Gwinnett,2018,Leisure and hospitality,684666576,37064,18473.0,True
Gwinnett,2018,Manufacturing,1906175282,28162,67686.0,True
Gwinnett,2018,Natural resources and mining,23690564,378,62673.0,True
Gwinnett,2018,Other services,428577932,10288,41658.0,True
Gwinnett,2018,Professional and business services,4460844658,66382,67200.0,True
Gwinnett,2018,"Trade, transportation and utilities",4277210678,88156,48519.0,True
Gwinnett,2019,Construction,1458151596,22640,64406.0,True
Gwinnett,2019,Education and health services,1800822118,38188,47157.0,True
Gwinnett,2019,Financial activities,1437835589,20318,70767.0,True
Gwinnett,2019,Information,785832558,8076,97305.0,True
Gwinnett,2019,Leisure and hospitality,732498002,38766,18895.0,True
Gwinnett,2019,Manufacturing,2046013718,28695,71302.0,True
Gwinnett,2019,Natural resources and mining,27250522,478,57009.0,True
Gwinnett,2019,Other services,467300284,10936,42730.0,True
Gwinnett,2019,Professional and business services,4601856353,66707,68986.0,True
Gwinnett,2019,"Trade, transportation and utilities",4545708503,89830,50603.0,True
Gwinnett,2020,Construction,1483300295,22319,66459.0,True
Gwinnett,2020,Education and health services,1755167614,36532,48045.0,True
Gwinnett,2020,Financial activities,1503092892,20593,72990.0,True
Gwinnett,2020,Information,804897832,7762,103697.0,True
Gwinnett,2020,Leisure and hospitality,635539626,32143,19772.0,True
Gwinnett,2020,Manufacturing,1819513038,26264,69278.0,True
Gwinnett,2020,Natural resources and mining,22785349,425,53613.0,True
Gwinnett,2020,Other services,451040230,10081,44742.0,True
Gwinnett,2020,Professional and business services,4808946349,65349,73589.0,True
Gwinnett,2020,"Trade, transportation and utilities",4661836529,86871,53664.0,True
Gwinnett,2021,Construction,1573721189,22457,70077.0,True
Gwinnett,2021,Education and health services,1952763744,39232,49775.0,True
Gwinnett,2021,Financial activities,1495209983,19400,77073.0,True
Gwinnett,2021,Information,796099036,7232,110080.0,True
Gwinnett,2021,Leisure and hospitality,790069543,35083,22520.0,True
Gwinnett,2021,Manufacturing,1969139798,27195,72408.0,True
Gwinnett,2021,Natural resources and mining,23536723,434,54232.0,True
Gwinnett,2021,Other services,564401803,11281,50031.0,True
Gwinnett,2021,Professional and business services,5049363534,68019,74235.0,True
Gwinnett,2021,"Trade, transportation and utilities",5248937711,91102,57616.0,True
Gwinnett,2022,Construction,1759652747,23892,73650.0,True
Gwinnett,2022,Education and health services,2176677290,42776,50885.0,True
Gwinnett,2022,Financial activities,1538509426,18636,82556.0,True
Gwinnett,2022,Information,804292879,7202,111676.0,True
Gwinnett,2022,Leisure and hospitality,911811675,36947,24679.0,True
Gwinnett,2022,Manufacturing,2079571823,27561,75453.0,True
Gwinnett,2022,Natural resources and mining,30726406,506,60724.0,True
Gwinnett,2022,Other services,664776644,12453,53383.0,True
Gwinnett,2022,Professional and business services,5483815641,69957,78388.0,True
Gwinnett,2022,"Trade, transportation and utilities",5833125151,95600,61016.0,True
Gwinnett,2023,Construction,1992212981,25047,79539.0,True
Gwinnett,2023,Education and health services,2490863073,46894,53117.0,True
Gwinnett,2023,Financial activities,1513559360,17859,84751.0,True
Gwinnett,2023,Information,827443311,7049,117384.0,True
Gwinnett,2023,Leisure and hospitality,970366354,38106,25465.0,True
Gwinnett,2023,Manufacturing,2069128387,27020,76578.0,True
Gwinnett,2023,Natural resources and mining,38938904,617,63110.0,True
Gwinnett,2023,Other services,708610356,12878,55025.0,True
Gwinnett,2023,Professional and business services,5630190184,70199,80203.0,True
Gwinnett,2023,"Trade, transportation and utilities",5915603742,94353,62697.0,True
Hall,2015,Construction,152938460,3336,45845.0,False
Hall,2015,Education and health services,670269023,13028,51448.0,False
Hall,2015,Financial activities,159851758,2599,61505.0,False
Hall,2015,Information,37832321,622,60824.0,False
Hall,2015,Leisure and hospitality,312642647,7117,43929.0,False
Hall,2015,Manufacturing,801977196,18566,43196.0,False
Hall,2015,Natural resources and mining,11631866,262,44396.0,False
Hall,2015,Other services,51796622,1651,31373.0,False
Hall,2015,Professional and business services,281724710,7212,39063.0,False
Hall,2015,"Trade, transportation and utilities",624550565,15274,40890.0,False
Hall,2016,Construction,178244938,3584,49734.0,False
Hall,2016,Education and health services,711177126,13508,52649.0,False
Hall,2016,Financial activities,184167335,2814,65447.0,False
Hall,2016,Information,33587924,544,61743.0,False
Hall,2016,Leisure and hospitality,296078228,7485,39556.0,False
Hall,2016,Manufacturing,823259630,19258,42749.0,False
Hall,2016,Natural resources and mining,11067097,246,44988.0,False
Hall,2016,Other services,57813280,1788,32334.0,False
Hall,2016,Professional and business services,315259895,7303,43169.0,False
Hall,2016,"Trade, transportation and utilities",635003114,15611,40677.0,False
Hall,2017,Construction,204274424,4006,50992.0,False
Hall,2017,Education and health services,751083669,13791,54462.0,False
Hall,2017,Financial activities,194549812,2926,66490.0,False
Hall,2017,Information,33378567,513,65065.0,False
Hall,2017,Leisure and hospitality,371400776,7846,47336.0,False
Hall,2017,Manufacturing,884631624,19988,44258.0,False
Hall,2017,Natural resources and mining,12184552,256,47596.0,False
Hall,2017,Other services,57383531,1793,32004.0,False
Hall,2017,Professional and business services,353345146,7991,44218.0,False
Hall,2017,"Trade, transportation and utilities",685751506,16095,42606.0,False
Hall,2018,Construction,223264178,4235,52719.0,False
Hall,2018,Education and health services,788330698,14169,55638.0,False
Hall,2018,Financial activities,208670098,3160,66035.0,False
Hall,2018,Information,33070364,484,68327.0,False
Hall,2018,Leisure and hospitality,386628592,7798,49580.0,False
Hall,2018,Manufacturing,943635753,20646,45706.0,False
Hall,2018,Natural resources and mining,13807311,286,48277.0,False
Hall,2018,Other services,57127380,1799,31755.0,False
Hall,2018,Professional and business services,389494422,8913,43700.0,False
Hall,2018,"Trade, transportation and utilities",719342343,16443,43748.0,False
Hall,2019,Construction,233266994,4380,53257.0,False
Hall,2019,Education and health services,856041570,14754,58021.0,False
Hall,2019,Financial activities,192757919,2944,65475.0,False
Hall,2019,Information,34281495,499,68700.0,False
Hall,2019,Leisure and hospitality,421560822,7959,52967.0,False
Hall,2019,Manufacturing,979627414,20706,47311.0,False
Hall,2019,Natural resources and mining,15730466,325,48401.0,False
Hall,2019,Other services,64680464,1949,33186.0,False
Hall,2019,Professional and business services,394756993,8915,44280.0,False
Hall,2019,"Trade, transportation and utilities",750612156,16742,44834.0,False
Hall,2020,Construction,249806227,4414,56594.0,False
Hall,2020,Education and health services,896180819,14766,60692.0,False
Hall,2020,Financial activities,229173601,2845,80553.0,False
Hall,2020,Information,34736527,437,79489.0,False
Hall,2020,Leisure and hospitality,427062210,7159,59654.0,False
Hall,2020,Manufacturing,962427785,19582,49149.0,False
Hall,2020,Natural resources and mining,20718814,402,51539.0,False
Hall,2020,Other services,61551215,1748,35212.0,False
Hall,2020,Professional and business services,430874209,9348,46093.0,False
Hall,2020,"Trade, transportation and utilities",812434010,16830,48273.0,False
Hall,2021,Construction,275766963,4581,60198.0,False
Hall,2021,Education and health services,1003978442,14829,67704.0,False
Hall,2021,Financial activities,259021667,2976,87037.0,False
Hall,2021,Information,35602793,460,77397.0,False
Hall,2021,Leisure and hospitality,384637895,7514,51189.0,False
Hall,2021,Manufacturing,1113590980,20447,54462.0,False
Hall,2021,Natural resources and mining,21999576,396,55554.0,False
Hall,2021,Other services,74116263,1897,39070.0,False
Hall,2021,Professional and business services,493651406,10051,49115.0,False
Hall,2021,"Trade, transportation and utilities",916339998,17426,52585.0,False
Hall,2022,Construction,291897196,4578,63761.0,False
Hall,2022,Education and health services,1091417113,15263,71507.0,False
Hall,2022,Financial activities,252281201,3076,82016.0,False
Hall,2022,Information,40257241,521,77269.0,False
Hall,2022,Leisure and hospitality,453216340,8057,56251.0,False
Hall,2022,Manufacturing,1292971186,22070,58585.0,False
Hall,2022,Natural resources and mining,19858471,333,59635.0,False
Hall,2022,Other services,93327856,2242,41627.0,False
Hall,2022,Professional and business services,596707250,10844,55026.0,False
Hall,2022,"Trade, transportation and utilities",1013155125,18064,56087.0,False
Hall,2023,Construction,332449038,4794,69347.0,False
Hall,2023,Education and health services,1183408152,16287,72660.0,False
Hall,2023,Financial activities,228340193,2847,80204.0,False
Hall,2023,Information,43895096,542,80987.0,False
Hall,2023,Leisure and hospitality,532055375,8534,62345.0,False
Hall,2023,Manufacturing,1419188334,24241,58545.0,False
Hall,2023,Natural resources and mining,16109949,264,61023.0,False
Hall,2023,Other services,104643500,2214,47264.0,False
Hall,2023,Professional and business services,643084806,10927,58853.0,False
Hall,2023,"Trade, transportation and utilities",1058285745,18616,56848.0,False
Henry,2015,Construction,83711833,1805,46378.0,True
Henry,2015,Education and health services,285966806,6760,42303.0,True
Henry,2015,Financial activities,79091696,1740,45455.0,True
Henry,2015,Information,27007423,479,56383.0,True
Henry,2015,Leisure and hospitality,112229392,7723,14532.0,True
Henry,2015,Manufacturing,155332699,3001,51760.0,True
Henry,2015,Natural resources and mining,6930759,149,46515.0,True
Henry,2015,Other services,45189010,1416,31913.0,True
Henry,2015,Professional and business services,192143610,6213,30926.0,True
Henry,2015,"Trade, transportation and utilities",537820070,15949,33721.0,True
Henry,2016,Construction,91748342,1888,48596.0,True
Henry,2016,Education and health services,307047761,7291,42113.0,True
Henry,2016,Financial activities,80104242,1813,44183.0,True
Henry,2016,Information,31048434,530,58582.0,True
Henry,2016,Leisure and hospitality,122056825,8356,14607.0,True
Henry,2016,Manufacturing,162328285,3049,53240.0,True
Henry,2016,Natural resources and mining,8230029,188,43777.0,True
Henry,2016,Other services,48119371,1492,32252.0,True
Henry,2016,Professional and business services,202497675,6589,30733.0,True
Henry,2016,"Trade, transportation and utilities",563282879,16441,34261.0,True
Henry,2017,Construction,99793900,1955,51045.0,True
Henry,2017,Education and health services,341677282,7511,45490.0,True
Henry,2017,Financial activities,91910363,1890,48630.0,True
Henry,2017,Information,32299588,535,60373.0,True
Henry,2017,Leisure and hospitality,134731598,8696,15494.0,True
Henry,2017,Manufacturing,151003545,2814,53662.0,True
Henry,2017,Natural resources and mining,7282540,133,54756.0,True
Henry,2017,Other services,45169611,1380,32732.0,True
Henry,2017,Professional and business services,230813770,6936,33278.0,True
Henry,2017,"Trade, transportation and utilities",598863834,17225,34767.0,True
Henry,2018,Construction,107823703,1987,54265.0,True
Henry,2018,Education and health services,376597569,8099,46499.0,True
Henry,2018,Financial activities,98228050,1865,52669.0,True
Henry,2018,Information,19979325,385,51894.0,True
Henry,2018,Leisure and hospitality,149163603,9035,16510.0,True
Henry,2018,Manufacturing,166585631,2974,56014.0,True
Henry,2018,Natural resources and mining,6661625,138,48273.0,True
Henry,2018,Other services,45746447,1372,33343.0,True
Henry,2018,Professional and business services,280662847,8243,34049.0,True
Henry,2018,"Trade, transportation and utilities",619102437,17376,35630.0,True
Henry,2019,Construction,118352205,2061,57425.0,True
Henry,2019,Education and health services,419178920,8487,49391.0,True
Henry,2019,Financial activities,103964980,1981,52481.0,True
Henry,2019,Information,107755089,1712,62941.0,True
Henry,2019,Leisure and hospitality,158518143,9391,16880.0,True
Henry,2019,Manufacturing,180912038,3201,56517.0,True
Henry,2019,Natural resources and mining,7172666,149,48139.0,True
Henry,2019,Other services,51974572,1473,35285.0,True
Henry,2019,Professional and business services,318022860,8946,35549.0,True
Henry,2019,"Trade, transportation and utilities",691008789,19219,35954.0,True
Henry,2020,Construction,124208732,2095,59288.0,True
Henry,2020,Education and health services,446680981,8243,54189.0,True
Henry,2020,Financial activities,117491485,2099,55975.0,True
Henry,2020,Information,107940514,1596,67632.0,True
Henry,2020,Leisure and hospitality,151209985,8624,17534.0,True
Henry,2020,Manufacturing,193073925,3208,60185.0,True
Henry,2020,Natural resources and mining,6888971,129,53403.0,True
Henry,2020,Other services,51482632,1373,37496.0,True
Henry,2020,Professional and business services,312379024,8404,37170.0,True
Henry,2020,"Trade, transportation and utilities",796656592,20106,39623.0,True
Henry,2021,Construction,125306390,2070,60534.0,True
Henry,2021,Education and health services,487346458,8160,59724.0,True
Henry,2021,Financial activities,133565037,2207,60519.0,True
Henry,2021,Information,156307088,2189,71406.0,True
Henry,2021,Leisure and hospitality,193876115,9639,20114.0,True
Henry,2021,Manufacturing,205590655,3306,62187.0,True
Henry,2021,Natural resources and mining,6563559,150,43757.0,True
Henry,2021,Other services,59447106,1520,39110.0,True
Henry,2021,Professional and business services,372781265,9172,40643.0,True
Henry,2021,"Trade, transportation and utilities",910631054,22171,41073.0,True
Henry,2022,Construction,135463374,2169,62454.0,True
Henry,2022,Education and health services,517313023,8225,62895.0,True
Henry,2022,Financial activities,144362399,2178,66282.0,True
Henry,2022,Information,144654405,1906,75894.0,True
Henry,2022,Leisure and hospitality,224268545,10429,21504.0,True
Henry,2022,Manufacturing,242157563,3844,62996.0,True
Henry,2022,Natural resources and mining,7044771,157,44871.0,True
Henry,2022,Other services,78558003,1776,44233.0,True
Henry,2022,Professional and business services,414379707,9633,43017.0,True
Henry,2022,"Trade, transportation and utilities",1008122338,23097,43647.0,True
Henry,2023,Construction,169083582,2349,71981.0,True
Henry,2023,Education and health services,546190795,9433,57902.0,True
Henry,2023,Financial activities,259283878,4035,64259.0,True
Henry,2023,Information,60982812,838,72772.0,True
