county_name,year,supersector,total_annual_wages,annual_avg_emplvl,avg_annual_pay,in_core_11
Cobb,2017,Natural resources and mining,6707315,144,46579.0,True
Cobb,2017,Other services,396475143,10122,39170.0,True
Cobb,2017,Professional and business services,5505706022,75950,72491.0,True
Cobb,2017,"Trade, transportation and utilities",4246724265,79471,53437.0,True
Cobb,2018,Construction,1858683636,26772,69426.0,True
Cobb,2018,Education and health services,2322401924,41279,56261.0,True
Cobb,2018,Financial activities,1867059559,22392,83381.0,True
Cobb,2018,Information,1053917665,11960,88120.0,True
Cobb,2018,Leisure and hospitality,804134816,40645,19784.0,True
Cobb,2018,Manufacturing,1395375136,18851,74021.0,True
Cobb,2018,Natural resources and mining,6587644,129,51067.0,True
Cobb,2018,Other services,394890689,10166,38844.0,True
Cobb,2018,Professional and business services,5763854957,79841,72192.0,True
Cobb,2018,"Trade, transportation and utilities",4320901977,78143,55295.0,True
Cobb,2019,Construction,2091625528,28663,72973.0,True
Cobb,2019,Education and health services,2473800688,43011,57516.0,True
Cobb,2019,Financial activities,1919125426,22788,84216.0,True
Cobb,2019,Information,1086120892,11279,96296.0,True
Cobb,2019,Leisure and hospitality,830999138,40163,20691.0,True
Cobb,2019,Manufacturing,1423042220,18643,76331.0,True
Cobb,2019,Natural resources and mining,6200978,119,52109.0,True
Cobb,2019,Other services,415891523,10270,40496.0,True
Cobb,2019,Professional and business services,6293226503,85553,73559.0,True
Cobb,2019,"Trade, transportation and utilities",4465313304,78983,56535.0,True
Cobb,2020,Construction,2083062503,28027,74323.0,True
Cobb,2020,Education and health services,2690715293,42684,63038.0,True
Cobb,2020,Financial activities,1986557794,22305,89063.0,True
Cobb,2020,Information,958062759,9654,99240.0,True
Cobb,2020,Leisure and hospitality,837659315,33467,25029.0,True
Cobb,2020,Manufacturing,1520671444,18054,84229.0,True
Cobb,2020,Natural resources and mining,7143582,139,51393.0,True
Cobb,2020,Other services,399560056,8878,45006.0,True
Cobb,2020,Professional and business services,6561066499,81886,80124.0,True
Cobb,2020,"Trade, transportation and utilities",4247039761,74977,56645.0,True
Cobb,2021,Construction,2218618982,28279,78455.0,True
Cobb,2021,Education and health services,3158200425,46030,68612.0,True
Cobb,2021,Financial activities,1975154731,21507,91838.0,True
Cobb,2021,Information,1278113658,11573,110439.0,True
Cobb,2021,Leisure and hospitality,1133749853,37260,30428.0,True
Cobb,2021,Manufacturing,1595765025,18349,86967.0,True
Cobb,2021,Natural resources and mining,9074940,162,56018.0,True
Cobb,2021,Other services,475172553,9517,49929.0,True
Cobb,2021,Professional and business services,7014045385,83872,83628.0,True
Cobb,2021,"Trade, transportation and utilities",4635979617,75882,61095.0,True
Cobb,2022,Construction,2436542476,29662,82144.0,True
Cobb,2022,Education and health services,3412800737,47824,71362.0,True
Cobb,2022,Financial activities,2191001788,23306,94010.0,True
Cobb,2022,Information,1274291688,11332,112451.0,True
Cobb,2022,Leisure and hospitality,1285433584,39829,32274.0,True
Cobb,2022,Manufacturing,1712110853,19228,89043.0,True
Cobb,2022,Natural resources and mining,10862168,186,58399.0,True
Cobb,2022,Other services,600579380,10720,56024.0,True
Cobb,2022,Professional and business services,7374127990,83798,87999.0,True
Cobb,2022,"Trade, transportation and utilities",4904004265,80231,61124.0,True
Cobb,2023,Construction,2727537524,30806,88539.0,True
Cobb,2023,Education and health services,3650924743,51312,71151.0,True
Cobb,2023,Financial activities,2530275320,26110,96908.0,True
Cobb,2023,Information,980123448,9520,102954.0,True
Cobb,2023,Leisure and hospitality,1385976634,41591,33324.0,True
Cobb,2023,Manufacturing,1882193150,19945,94369.0,True
Cobb,2023,Natural resources and mining,13612144,204,66726.0,True
Cobb,2023,Other services,627987944,11146,56342.0,True
Cobb,2023,Professional and business services,7548715542,80165,94165.0,True
Cobb,2023,"Trade, transportation and utilities",5081993170,79732,63738.0,True
Coweta,2015,Construction,55735801,1220,45685.0,False
Coweta,2015,Education and health services,296204801,5674,52204.0,False
Coweta,2015,Financial activities,49587206,982,50496.0,False
Coweta,2015,Information,29096055,1021,28498.0,False
Coweta,2015,Leisure and hospitality,70272359,4469,15724.0,False
Coweta,2015,Manufacturing,228836278,4797,47704.0,False
Coweta,2015,Natural resources and mining,1872073,44,42547.0,False
Coweta,2015,Other services,37674025,1125,33488.0,False
Coweta,2015,Professional and business services,139092445,4179,33284.0,False
Coweta,2015,"Trade, transportation and utilities",278413545,8043,34616.0,False
Coweta,2016,Construction,62671675,1352,46355.0,False
Coweta,2016,Education and health services,316227415,6014,52582.0,False
Coweta,2016,Financial activities,52283353,998,52388.0,False
Coweta,2016,Information,33083950,963,34355.0,False
Coweta,2016,Leisure and hospitality,75925324,4674,16244.0,False
Coweta,2016,Manufacturing,243197922,4840,50248.0,False
Coweta,2016,Natural resources and mining,2369302,58,40850.0,False
Coweta,2016,Other services,38482982,1164,33061.0,False
Coweta,2016,Professional and business services,121630343,3472,35032.0,False
Coweta,2016,"Trade, transportation and utilities",286480215,8345,34330.0,False
Coweta,2017,Construction,72218694,1519,47544.0,False
Coweta,2017,Education and health services,329433989,6036,54578.0,False
Coweta,2017,Financial activities,55311228,1019,54280.0,False
Coweta,2017,Information,31071289,792,39231.0,False
Coweta,2017,Leisure and hospitality,85073748,5132,16577.0,False
Coweta,2017,Manufacturing,251265791,4993,50324.0,False
Coweta,2017,Natural resources and mining,2487304,64,38864.0,False
Coweta,2017,Other services,35916657,1096,32771.0,False
Coweta,2017,Professional and business services,116843903,3305,35354.0,False
Coweta,2017,"Trade, transportation and utilities",298281948,8589,34728.0,False
Coweta,2018,Construction,75255023,1582,47570.0,False
Coweta,2018,Education and health services,365947818,6372,57431.0,False
Coweta,2018,Financial activities,61867146,1061,58310.0,False
Coweta,2018,Information,25268570,484,52208.0,False
Coweta,2018,Leisure and hospitality,91083598,5347,17035.0,False
Coweta,2018,Manufacturing,277393211,5360,51752.0,False
Coweta,2018,Natural resources and mining,2921235,68,42959.0,False
Coweta,2018,Other services,34986003,1100,31805.0,False
Coweta,2018,Professional and business services,131755311,3623,36366.0,False
Coweta,2018,"Trade, transportation and utilities",338033796,9410,35923.0,False
Coweta,2019,Construction,79526134,1611,49364.0,False
Coweta,2019,Education and health services,401535879,6782,59206.0,False
Coweta,2019,Financial activities,64694111,1090,59352.0,False
Coweta,2019,Information,25913832,454,57079.0,False
Coweta,2019,Leisure and hospitality,95893098,5503,17426.0,False
Coweta,2019,Manufacturing,286011117,5420,52770.0,False
Coweta,2019,Natural resources and mining,3073252,81,37941.0,False
Coweta,2019,Other services,36714654,1144,32093.0,False
Coweta,2019,Professional and business services,137075960,3652,37534.0,False
Coweta,2019,"Trade, transportation and utilities",353775818,9432,37508.0,False
Coweta,2020,Construction,80205490,1567,51184.0,False
Coweta,2020,Education and health services,376884920,6426,58650.0,False
Coweta,2020,Financial activities,74352762,1095,67902.0,False
Coweta,2020,Information,23325922,364,64082.0,False
Coweta,2020,Leisure and hospitality,85692591,4729,18121.0,False
Coweta,2020,Manufacturing,275445711,5164,53340.0,False
Coweta,2020,Natural resources and mining,3519957,87,40459.0,False
Coweta,2020,Other services,35932523,1064,33771.0,False
Coweta,2020,Professional and business services,156968081,3923,40012.0,False
Coweta,2020,"Trade, transportation and utilities",392762066,9475,41452.0,False
Coweta,2021,Construction,88320821,1623,54418.0,False
Coweta,2021,Education and health services,415677906,6760,61491.0,False
Coweta,2021,Financial activities,80725258,1121,72012.0,False
Coweta,2021,Information,17881281,315,56766.0,False
Coweta,2021,Leisure and hospitality,105569540,5156,20475.0,False
Coweta,2021,Manufacturing,309057973,5577,55417.0,False
Coweta,2021,Natural resources and mining,3587529,85,42206.0,False
Coweta,2021,Other services,44001874,1117,39393.0,False
Coweta,2021,Professional and business services,169917146,3983,42661.0,False
Coweta,2021,"Trade, transportation and utilities",498219469,11284,44153.0,False
Coweta,2022,Construction,95673376,1675,57118.0,False
Coweta,2022,Education and health services,453880625,7227,62803.0,False
Coweta,2022,Financial activities,87300979,1236,70632.0,False
Coweta,2022,Information,20878916,380,54945.0,False
Coweta,2022,Leisure and hospitality,119394244,5426,22004.0,False
Coweta,2022,Manufacturing,352130735,6104,57689.0,False
Coweta,2022,Natural resources and mining,4107083,88,46671.0,False
Coweta,2022,Other services,51494747,1202,42841.0,False
Coweta,2022,Professional and business services,210916569,4410,47827.0,False
Coweta,2022,"Trade, transportation and utilities",577017583,12775,45168.0,False
Coweta,2023,Construction,175721181,2499,70317.0,False
Coweta,2023,Education and health services,466561348,7257,64291.0,False
Coweta,2023,Financial activities,111382074,1649,67545.0,False
Coweta,2023,Information,25751348,431,59748.0,False
Coweta,2023,Leisure and hospitality,133034080,5790,22977.0,False
Coweta,2023,Manufacturing,383455238,6240,61451.0,False
Coweta,2023,Natural resources and mining,4814389,85,56640.0,False
Coweta,2023,Other services,61340475,1334,45982.0,False
Coweta,2023,Professional and business services,238930728,5433,43978.0,False
Coweta,2023,"Trade, transportation and utilities",564284798,12167,46378.0,False
Dawson,2015,Construction,8690282,221,39323.0,False
Dawson,2015,Education and health services,21825764,478,45661.0,False
Dawson,2015,Financial activities,9772604,209,46759.0,False
Dawson,2015,Information,1427214,44,32437.0,False
Dawson,2015,Leisure and hospitality,17769659,1115,15937.0,False
Dawson,2015,Manufacturing,27886047,679,41069.0,False
Dawson,2015,Natural resources and mining,401666,25,16067.0,False
Dawson,2015,Other services,4968319,185,26856.0,False
Dawson,2015,Professional and business services,10109315,279,36234.0,False
Dawson,2015,"Trade, transportation and utilities",80056319,3516,22769.0,False
Dawson,2016,Construction,10369101,241,43025.0,False
Dawson,2016,Education and health services,24041210,562,42778.0,False
Dawson,2016,Financial activities,11916844,233,51145.0,False
Dawson,2016,Information,1155505,42,27512.0,False
Dawson,2016,Leisure and hospitality,22070098,1322,16694.0,False
Dawson,2016,Manufacturing,40282946,1001,40243.0,False
Dawson,2016,Natural resources and mining,436969,24,18207.0,False
Dawson,2016,Other services,5490117,202,27179.0,False
Dawson,2016,Professional and business services,10747933,298,36067.0,False
Dawson,2016,"Trade, transportation and utilities",72790420,3237,22487.0,False
Dawson,2017,Construction,10543665,232,45447.0,False
Dawson,2017,Education and health services,30587052,688,44458.0,False
Dawson,2017,Financial activities,13678016,275,49738.0,False
Dawson,2017,Information,1185189,43,27563.0,False
Dawson,2017,Leisure and hospitality,26546251,1477,17973.0,False
Dawson,2017,Manufacturing,41289981,995,41497.0,False
Dawson,2017,Natural resources and mining,475502,18,26417.0,False
Dawson,2017,Other services,6146297,211,29129.0,False
Dawson,2017,Professional and business services,12625348,351,35970.0,False
Dawson,2017,"Trade, transportation and utilities",79232412,3530,22445.0,False
Dawson,2018,Construction,11441647,247,46322.0,False
Dawson,2018,Education and health services,32240357,719,44841.0,False
Dawson,2018,Financial activities,17116818,316,54167.0,False
Dawson,2018,Information,2160416,59,36617.0,False
Dawson,2018,Leisure and hospitality,27828474,1546,18000.0,False
Dawson,2018,Manufacturing,45337819,992,45703.0,False
Dawson,2018,Natural resources and mining,720300,26,27704.0,False
Dawson,2018,Other services,6454359,219,29472.0,False
Dawson,2018,Professional and business services,12290975,325,37818.0,False
Dawson,2018,"Trade, transportation and utilities",85965968,3579,24020.0,False
Dawson,2019,Construction,16023886,346,46312.0,False
Dawson,2019,Education and health services,35874434,786,45642.0,False
Dawson,2019,Financial activities,11663224,213,54757.0,False
Dawson,2019,Information,3531163,70,50445.0,False
Dawson,2019,Leisure and hospitality,29750953,1635,18196.0,False
Dawson,2019,Manufacturing,50406847,1001,50356.0,False
Dawson,2019,Natural resources and mining,813382,35,23239.0,False
Dawson,2019,Other services,8150313,266,30640.0,False
Dawson,2019,Professional and business services,18878385,403,46845.0,False
Dawson,2019,"Trade, transportation and utilities",87174557,3472,25108.0,False
Dawson,2020,Construction,19574477,390,50191.0,False
Dawson,2020,Education and health services,33398170,763,43772.0,False
Dawson,2020,Financial activities,14904182,219,68056.0,False
Dawson,2020,Information,2129041,40,53226.0,False
Dawson,2020,Leisure and hospitality,28733371,1476,19467.0,False
Dawson,2020,Manufacturing,50538963,917,55113.0,False
Dawson,2020,Natural resources and mining,971269,37,26251.0,False
Dawson,2020,Other services,9519787,277,34367.0,False
Dawson,2020,Professional and business services,21187773,433,48933.0,False
Dawson,2020,"Trade, transportation and utilities",80491221,2838,28362.0,False
Dawson,2021,Construction,23662875,467,50670.0,False
Dawson,2021,Education and health services,24693764,541,45645.0,False
Dawson,2021,Financial activities,19421515,254,76463.0,False
Dawson,2021,Information,2291200,44,52073.0,False
Dawson,2021,Leisure and hospitality,35284420,1625,21713.0,False
Dawson,2021,Manufacturing,59449784,988,60172.0,False
Dawson,2021,Natural resources and mining,1030770,33,31235.0,False
Dawson,2021,Other services,11157956,293,38082.0,False
Dawson,2021,Professional and business services,25954406,521,49817.0,False
Dawson,2021,"Trade, transportation and utilities",100894899,3362,30010.0,False
Dawson,2022,Construction,27528555,491,56066.0,False
Dawson,2022,Education and health services,28409464,588,48315.0,False
Dawson,2022,Financial activities,22076552,288,76655.0,False
Dawson,2022,Information,5562403,79,70410.0,False
Dawson,2022,Leisure and hospitality,45076614,1982,22743.0,False
Dawson,2022,Manufacturing,51356921,842,60994.0,False
Dawson,2022,Natural resources and mining,1052245,36,29229.0,False
Dawson,2022,Other services,13614675,328,41508.0,False
Dawson,2022,Professional and business services,32156116,595,54044.0,False
Dawson,2022,"Trade, transportation and utilities",112224188,3530,31792.0,False
Dawson,2023,Construction,30264640,531,56996.0,False
Dawson,2023,Education and health services,32505965,662,49103.0,False
Dawson,2023,Financial activities,27354147,328,83397.0,False
Dawson,2023,Information,3990866,66,60468.0,False
Dawson,2023,Leisure and hospitality,51431654,2122,24237.0,False
Dawson,2023,Manufacturing,34917773,562,62131.0,False
Dawson,2023,Natural resources and mining,674290,22,30650.0,False
Dawson,2023,Other services,15556758,366,42505.0,False
Dawson,2023,Professional and business services,39469524,704,56065.0,False
Dawson,2023,"Trade, transportation and utilities",114056062,3560,32038.0,False
DeKalb,2015,Construction,588618573,10032,58674.0,True
DeKalb,2015,Education and health services,3465896276,58988,58756.0,True
DeKalb,2015,Financial activities,1033020875,15799,65385.0,True
DeKalb,2015,Information,856881188,11208,76453.0,True
DeKalb,2015,Leisure and hospitality,501537693,26013,19280.0,True
DeKalb,2015,Manufacturing,772847969,13092,59032.0,True
DeKalb,2015,Natural resources and mining,4575767,87,52595.0,True
DeKalb,2015,Other services,358723969,8976,39965.0,True
DeKalb,2015,Professional and business services,2870849868,44804,64076.0,True
DeKalb,2015,"Trade, transportation and utilities",2852477491,61240,46579.0,True
DeKalb,2016,Construction,631703337,10110,62483.0,True
DeKalb,2016,Education and health services,3659693434,60249,60743.0,True
DeKalb,2016,Financial activities,1171241580,17266,67835.0,True
DeKalb,2016,Information,921537869,9789,94140.0,True
DeKalb,2016,Leisure and hospitality,515544533,26467,19479.0,True
DeKalb,2016,Manufacturing,833034871,13292,62672.0,True
DeKalb,2016,Natural resources and mining,4990834,87,57366.0,True
DeKalb,2016,Other services,384118817,9597,40025.0,True
DeKalb,2016,Professional and business services,2846384676,44257,64315.0,True
DeKalb,2016,"Trade, transportation and utilities",2912033650,61230,47559.0,True
DeKalb,2017,Construction,648376548,10107,64151.0,True
DeKalb,2017,Education and health services,3809477151,61019,62431.0,True
DeKalb,2017,Financial activities,1132512859,17005,66599.0,True
DeKalb,2017,Information,958097689,9914,96641.0,True
DeKalb,2017,Leisure and hospitality,563665605,27720,20334.0,True
DeKalb,2017,Manufacturing,787716062,13450,58566.0,True
DeKalb,2017,Natural resources and mining,6157170,99,62194.0,True
DeKalb,2017,Other services,381154743,9443,40364.0,True
DeKalb,2017,Professional and business services,3015905361,45632,66092.0,True
DeKalb,2017,"Trade, transportation and utilities",2904635544,60442,48057.0,True
DeKalb,2018,Construction,740134321,10937,67673.0,True
DeKalb,2018,Education and health services,3997240889,61565,64927.0,True
DeKalb,2018,Financial activities,1352179235,18912,71498.0,True
DeKalb,2018,Information,940131310,9522,98733.0,True
DeKalb,2018,Leisure and hospitality,589635945,28318,20822.0,True
DeKalb,2018,Manufacturing,770335512,13450,57274.0,True
DeKalb,2018,Natural resources and mining,6008176,94,63917.0,True
DeKalb,2018,Other services,399570893,9888,40410.0,True
DeKalb,2018,Professional and business services,3173245931,46280,68566.0,True
DeKalb,2018,"Trade, transportation and utilities",2858404020,58912,48520.0,True
DeKalb,2019,Construction,750422373,11096,67630.0,True
DeKalb,2019,Education and health services,4173265619,63090,66148.0,True
DeKalb,2019,Financial activities,1370887711,19108,71744.0,True
DeKalb,2019,Information,970208654,10067,96375.0,True
DeKalb,2019,Leisure and hospitality,619246739,28475,21747.0,True
DeKalb,2019,Manufacturing,785080070,13704,57288.0,True
DeKalb,2019,Natural resources and mining,5603562,88,63677.0,True
DeKalb,2019,Other services,413604105,9979,41447.0,True
DeKalb,2019,Professional and business services,3317064962,45499,72904.0,True
DeKalb,2019,"Trade, transportation and utilities",3009837536,58835,51157.0,True
DeKalb,2020,Construction,699278424,10134,69003.0,True
DeKalb,2020,Education and health services,4379012603,61426,71289.0,True
DeKalb,2020,Financial activities,1437454288,18810,76420.0,True
DeKalb,2020,Information,1055857559,9443,111814.0,True
DeKalb,2020,Leisure and hospitality,516747264,22654,22810.0,True
DeKalb,2020,Manufacturing,760127727,12691,59895.0,True
DeKalb,2020,Natural resources and mining,17007917,210,80990.0,True
DeKalb,2020,Other services,392687471,8751,44873.0,True
DeKalb,2020,Professional and business services,3359383563,44495,75500.0,True
DeKalb,2020,"Trade, transportation and utilities",2928216204,54741,53492.0,True
DeKalb,2021,Construction,734506899,10076,72897.0,True
DeKalb,2021,Education and health services,4725077865,63395,74534.0,True
DeKalb,2021,Financial activities,1597714591,19591,81553.0,True
DeKalb,2021,Information,1157568256,10232,113132.0,True
DeKalb,2021,Leisure and hospitality,615488364,24155,25481.0,True
DeKalb,2021,Manufacturing,776830204,12604,61634.0,True
DeKalb,2021,Natural resources and mining,18365600,214,85821.0,True
DeKalb,2021,Other services,448596059,9132,49124.0,True
DeKalb,2021,Professional and business services,3597789529,45807,78542.0,True
DeKalb,2021,"Trade, transportation and utilities",3232540765,56540,57173.0,True
DeKalb,2022,Construction,765300995,9891,77373.0,True
DeKalb,2022,Education and health services,5240512428,67596,77527.0,True
DeKalb,2022,Financial activities,1649338319,20092,82089.0,True
DeKalb,2022,Information,1276952455,10328,123640.0,True
DeKalb,2022,Leisure and hospitality,710341799,25331,28042.0,True
DeKalb,2022,Manufacturing,839260651,13305,63079.0,True
DeKalb,2022,Natural resources and mining,17780108,205,86732.0,True
DeKalb,2022,Other services,523506995,9821,53305.0,True
DeKalb,2022,Professional and business services,3976495135,46721,85112.0,True
DeKalb,2022,"Trade, transportation and utilities",3526617739,58047,60755.0,True
DeKalb,2023,Construction,851896006,10156,83881.0,True
DeKalb,2023,Education and health services,5683620952,70882,80184.0,True
DeKalb,2023,Financial activities,1794446947,21325,84148.0,True
DeKalb,2023,Information,1120327421,8784,127542.0,True
DeKalb,2023,Leisure and hospitality,757831827,26367,28742.0,True
DeKalb,2023,Manufacturing,972100735,13877,70051.0,True
DeKalb,2023,Natural resources and mining,18233661,182,100185.0,True
DeKalb,2023,Other services,586182901,10360,56581.0,True
DeKalb,2023,Professional and business services,4345630558,48253,90059.0,True
DeKalb,2023,"Trade, transportation and utilities",3547532124,58227,60926.0,True
Douglas,2015,Construction,79914947,1855,43081.0,True
Douglas,2015,Education and health services,188079229,4588,40994.0,True
Douglas,2015,Financial activities,72117578,1524,47321.0,True
Douglas,2015,Information,12704275,235,54061.0,True
Douglas,2015,Leisure and hospitality,76674472,4979,15400.0,True
Douglas,2015,Manufacturing,169022019,3877,43596.0,True
Douglas,2015,Natural resources and mining,2517843,45,55952.0,True
Douglas,2015,Other services,34788431,1183,29407.0,True
Douglas,2015,Professional and business services,140245096,5136,27306.0,True
Douglas,2015,"Trade, transportation and utilities",410533037,10875,37750.0,True
Douglas,2016,Construction,86240011,1860,46366.0,True
Douglas,2016,Education and health services,192985791,4707,41000.0,True
Douglas,2016,Financial activities,74435310,1594,46697.0,True
Douglas,2016,Information,10296311,172,59862.0,True
Douglas,2016,Leisure and hospitality,83844135,5320,15760.0,True
Douglas,2016,Manufacturing,181008902,4001,45241.0,True
Douglas,2016,Natural resources and mining,3202992,51,62804.0,True
Douglas,2016,Other services,34099186,1110,30720.0,True
Douglas,2016,Professional and business services,149006777,5465,27266.0,True
Douglas,2016,"Trade, transportation and utilities",444852218,11620,38283.0,True
Douglas,2017,Construction,93933628,1924,48822.0,True
Douglas,2017,Education and health services,198259481,4667,42481.0,True
Douglas,2017,Financial activities,76039994,1625,46794.0,True
Douglas,2017,Information,13518779,195,69327.0,True
Douglas,2017,Leisure and hospitality,84736498,5292,16012.0,True
Douglas,2017,Manufacturing,194714348,4119,47272.0,True
Douglas,2017,Natural resources and mining,3158045,54,58482.0,True
Douglas,2017,Other services,32116922,1065,30157.0,True
Douglas,2017,Professional and business services,155014722,5036,30781.0,True
Douglas,2017,"Trade, transportation and utilities",495324893,12509,39597.0,True
Douglas,2018,Construction,97556921,1950,50029.0,True
Douglas,2018,Education and health services,205928607,4677,44030.0,True
Douglas,2018,Financial activities,52938997,1208,43824.0,True
Douglas,2018,Information,15369648,252,60991.0,True
Douglas,2018,Leisure and hospitality,93579641,5446,17183.0,True
Douglas,2018,Manufacturing,202586609,4137,48969.0,True
Douglas,2018,Natural resources and mining,3425959,59,58067.0,True
Douglas,2018,Other services,33418586,1018,32828.0,True
Douglas,2018,Professional and business services,171091238,5337,32058.0,True
Douglas,2018,"Trade, transportation and utilities",615466510,14597,42164.0,True
Douglas,2019,Construction,107851296,2026,53234.0,True
Douglas,2019,Education and health services,220569472,4771,46231.0,True
Douglas,2019,Financial activities,62184490,1306,47614.0,True
Douglas,2019,Information,14620370,247,59192.0,True
Douglas,2019,Leisure and hospitality,94994657,5523,17200.0,True
Douglas,2019,Manufacturing,199802012,3970,50328.0,True
Douglas,2019,Natural resources and mining,3856051,56,68858.0,True
Douglas,2019,Other services,35422331,1074,32982.0,True
Douglas,2019,Professional and business services,192204886,6099,31514.0,True
Douglas,2019,"Trade, transportation and utilities",655429772,14805,44271.0,True
Douglas,2020,Construction,111134583,2086,53276.0,True
Douglas,2020,Education and health services,234634672,4654,50416.0,True
Douglas,2020,Financial activities,53308008,1028,51856.0,True
Douglas,2020,Information,14413941,212,67990.0,True
Douglas,2020,Leisure and hospitality,86376858,4843,17835.0,True
Douglas,2020,Manufacturing,196909216,3804,51764.0,True
Douglas,2020,Natural resources and mining,4237037,63,67255.0,True
Douglas,2020,Other services,39013673,990,39408.0,True
Douglas,2020,Professional and business services,165121580,4361,37863.0,True
Douglas,2020,"Trade, transportation and utilities",697164058,14309,48722.0,True
Douglas,2021,Construction,128478341,2301,55836.0,True
Douglas,2021,Education and health services,262010976,4805,54529.0,True
Douglas,2021,Financial activities,58619231,1005,58328.0,True
Douglas,2021,Information,14415388,189,76272.0,True
Douglas,2021,Leisure and hospitality,104528359,5091,20532.0,True
Douglas,2021,Manufacturing,218100447,4024,54200.0,True
Douglas,2021,Natural resources and mining,4495129,66,68108.0,True
Douglas,2021,Other services,42928202,1070,40120.0,True
Douglas,2021,Professional and business services,190463590,4686,40645.0,True
Douglas,2021,"Trade, transportation and utilities",785686352,15144,51881.0,True
Douglas,2022,Construction,127343790,2226,57207.0,True
Douglas,2022,Education and health services,278634466,4810,57928.0,True
Douglas,2022,Financial activities,60622791,964,62887.0,True
Douglas,2022,Information,15222022,201,75731.0,True
Douglas,2022,Leisure and hospitality,114881389,5353,21461.0,True
Douglas,2022,Manufacturing,249860487,4233,59027.0,True
Douglas,2022,Natural resources and mining,5253118,66,79593.0,True
Douglas,2022,Other services,55987800,1174,47690.0,True
Douglas,2022,Professional and business services,239925774,4686,51201.0,True
Douglas,2022,"Trade, transportation and utilities",1036160146,18757,55241.0,True
Douglas,2023,Construction,163068791,2506,65071.0,True
Douglas,2023,Education and health services,314550195,5318,59148.0,True
Douglas,2023,Financial activities,71067984,1037,68532.0,True
Douglas,2023,Information,48401683,357,135579.0,True
Douglas,2023,Leisure and hospitality,120964742,5289,22871.0,True
Douglas,2023,Manufacturing,219870570,3350,65633.0,True
Douglas,2023,Natural resources and mining,4918694,66,74526.0,True
Douglas,2023,Other services,62863398,1290,48731.0,True
Douglas,2023,Professional and business services,317528315,6368,49863.0,True
Douglas,2023,"Trade, transportation and utilities",1055313147,18794,56152.0,True
Fayette,2015,Construction,158865179,2846,55821.0,True
Fayette,2015,Education and health services,292005290,6467,45153.0,True
Fayette,2015,Financial activities,70386824,1302,54061.0,True
Fayette,2015,Information,13568090,308,44052.0,True
Fayette,2015,Leisure and hospitality,98566222,6200,15898.0,True
Fayette,2015,Manufacturing,193939240,3118,62200.0,True
Fayette,2015,Natural resources and mining,2914843,65,44844.0,True
Fayette,2015,Other services,65446391,1962,33357.0,True
Fayette,2015,Professional and business services,168412019,3411,49373.0,True
Fayette,2015,"Trade, transportation and utilities",336091328,9788,34337.0,True
Fayette,2016,Construction,176795616,3082,57364.0,True
Fayette,2016,Education and health services,296810209,6785,43745.0,True
Fayette,2016,Financial activities,75969321,1340,56694.0,True
Fayette,2016,Information,18163646,420,43247.0,True
Fayette,2016,Leisure and hospitality,103409720,6505,15897.0,True
Fayette,2016,Manufacturing,221999635,3601,61649.0,True
Fayette,2016,Natural resources and mining,3220264,65,49543.0,True
Fayette,2016,Other services,68952759,2024,34068.0,True
Fayette,2016,Professional and business services,177915428,3473,51228.0,True
Fayette,2016,"Trade, transportation and utilities",357220049,10006,35701.0,True
Fayette,2017,Construction,176053287,3033,58046.0,True
Fayette,2017,Education and health services,320452352,6983,45890.0,True
Fayette,2017,Financial activities,81552046,1376,59267.0,True
Fayette,2017,Information,21146532,471,44897.0,True
Fayette,2017,Leisure and hospitality,114037490,6900,16527.0,True
Fayette,2017,Manufacturing,258454638,3956,65332.0,True
Fayette,2017,Natural resources and mining,3339455,67,49843.0,True
Fayette,2017,Other services,69387939,2001,34677.0,True
Fayette,2017,Professional and business services,191053683,3638,52516.0,True
Fayette,2017,"Trade, transportation and utilities",369724272,10152,36419.0,True
Fayette,2018,Construction,194567891,3201,60783.0,True
Fayette,2018,Education and health services,348325535,7240,48111.0,True
Fayette,2018,Financial activities,91960343,1488,61801.0,True
Fayette,2018,Information,21643410,453,47778.0,True
Fayette,2018,Leisure and hospitality,120635722,6863,17578.0,True
Fayette,2018,Manufacturing,304618946,4307,70726.0,True
Fayette,2018,Natural resources and mining,3542808,71,49899.0,True
Fayette,2018,Other services,65369890,1865,35051.0,True
Fayette,2018,Professional and business services,206025802,3723,55339.0,True
Fayette,2018,"Trade, transportation and utilities",385284818,10112,38102.0,True
Fayette,2019,Construction,203024590,3284,61822.0,True
Fayette,2019,Education and health services,368071637,7625,48272.0,True
Fayette,2019,Financial activities,92775841,1521,60997.0,True
Fayette,2019,Information,22315073,455,49044.0,True
Fayette,2019,Leisure and hospitality,128085420,7123,17982.0,True
Fayette,2019,Manufacturing,348170010,4622,75329.0,True
Fayette,2019,Natural resources and mining,8699492,153,56859.0,True
Fayette,2019,Other services,71577416,1986,36041.0,True
Fayette,2019,Professional and business services,236706421,4025,58809.0,True
Fayette,2019,"Trade, transportation and utilities",391016140,9968,39227.0,True
Fayette,2020,Construction,198843323,3151,63105.0,True
Fayette,2020,Education and health services,361164105,6877,52518.0,True
Fayette,2020,Financial activities,104276554,1564,66673.0,True
Fayette,2020,Information,23238302,380,61153.0,True
Fayette,2020,Leisure and hospitality,111896571,6018,18594.0,True
Fayette,2020,Manufacturing,306790695,4338,70722.0,True
Fayette,2020,Natural resources and mining,9539793,167,57125.0,True
